Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Customer Segment,Device Used,Delivery Delay (Days),Customer Satisfaction Comment
15219,29,Male,Shoes,Clothing,340,UK,S,red,Autumn,4.3,No,Same Day,No,,26,Card,Low,Returning,,12,
15220,55,F,Shoes,Clothing,1218,India,m,red,Autumn,3.3,Yes,Pickup,FALSE,PROMO10,18,Card,High,New,Mobile,12,Good
15221,30,F,Phone,,285,,m,Red,Winter,5.0,Active,,TRUE,PROMO10,6,Transfer,,,Tablet,3,Excellent
15222,32,,Headset,Clothing,164,,,Green,,2.4,,,Yes,,23,Card,High,,,9,
15223,68,,Shoes,Clothing,1689,France,M,Black,Harmattan,4.5,Active,Standard,FALSE,NONE,9,Crypto,Medium,Churn Risk,Desktop,10,Bad
15224,33,M,Shoes,Accessories,1413,Nigeria,S,Blue,Spring,4.4,Active,Pickup,,WELCOME,16,card,Very High,Returning,Mobile,4,
15225,47,Male,Watch,Accessories,288,USA,L,Black,Summer,4.9,Active,Pickup,TRUE,PROMO10,28,Card,,VIP,Tablet,-2,
15226,53,M,Shirt,,95,,S,White,Spring,4.9,Yes,Pickup,FALSE,PROMO10,19,Transfer,,,mobile,0,
15227,38,F,Shirt,Gadgets,1656,Germany,m,,,5.0,Active,Pickup,FALSE,,26,card,Very High,Returning,,0,Will buy again
15228,61,Female,Headset,,1759,USA,M,,Autumn,4.7,Active,,,,42,Transfer,Medium,New,Mobile,13,Bad
15229,38,Female,shirt,,497,France,XXL,red,Spring,2.0,Yes,Express,FALSE,,43,Card,Low,Returning,mobile,14,Bad
15230,50,Other,Shoes ,Fashion,488,India,XXL,Black,Summer,2.8,Yes,Standard,Yes,NONE,0,card,Very High,,Mobile,1,Excellent
15231,54,F,Shirt,,144,France,XL,Black,Winter,4.9,,Same Day,Yes,WELCOME,42,Transfer,Very High,VIP,Mobile,0,Late delivery
15232,30,F,Headset,,1491,Nigeria,m,Black,Summer,2.6,Inactive,,TRUE,SALE20,9,Cash,Very High,,mobile,10,Bad
15233,68,M,Phone,Fashion,1048,Nigeria,M,,Spring,4.7,Inactive,Pickup,No,,33,Crypto,,Churn Risk,,2,
15234,39,Other,,Accessories,1904,USA,M,Green,Harmattan,4.0,No,Standard,TRUE,NONE,19,Cash,Medium,,Tablet,1,Will buy again
15235,43,,Laptop,Gadgets,1367,,,Red,Autumn,4.5,,Express,FALSE,SALE20,10,Card,Very High,New,mobile,7,Late delivery
15236,31,Other,,Electronics,1847,Nigeria,XXL,,Harmattan,4.0,,Same Day,TRUE,PROMO10,3,card,Low,Churn Risk,mobile,8,Bad
15237,31,Male,Laptop,,1438,,L,Black,Spring,2.5,No,Pickup,TRUE,PROMO10,19,Cash,Very High,Returning,Tablet,4,
15238,55,M,Laptop,,1625,France,XXL,Black,Summer,2.1,Inactive,Express,,SALE20,5,Card,Medium,,Mobile,8,Will buy again
15239,54,,shirt,,1641,USA,XL,Black,Harmattan,3.8,,,TRUE,,28,Card,High,Returning,Tablet,3,Good
15240,21,,Headset,Clothing,943,UK,XL,Black,Winter,1.4,Yes,Same Day,Yes,,49,Crypto,,New,,3,Bad
15241,17,Female,Headset,,438,,M,,Spring,1.7,Inactive,Pickup,,,46,card,Medium,VIP,mobile,1,
15242,69,Male,Laptop,Fashion,1230,USA,M,Black,Autumn,1.1,Yes,Same Day,No,WELCOME,9,card,Medium,VIP,mobile,1,Excellent
15243,28,Other,shirt,Clothing,928,Germany,XL,Blue,,2.1,,Express,FALSE,PROMO10,26,,Medium,Churn Risk,,6,Will buy again
15244,59,Female,Shoes ,Fashion,1950,China,M,red,Spring,2.2,Yes,Pickup,TRUE,SALE20,39,,High,New,Mobile,2,Good
15245,62,F,,,1873,France,m,Green,Spring,4.6,No,Pickup,FALSE,WELCOME,8,Cash,Medium,,Mobile,10,Late delivery
15246,24,M,Laptop,Electronics,29,China,S,Green,,4.0,Inactive,Express,No,PROMO10,26,,Medium,,mobile,9,Good
15247,49,Other,Watch,,1911,France,XL,Black,Winter,3.7,,Standard,TRUE,,31,,High,VIP,mobile,6,Late delivery
15248,32,F,Laptop,Fashion,1059,Canada,XL,red,Summer,4.2,No,Express,FALSE,PROMO10,6,Crypto,Very High,VIP,mobile,-1,Bad
15249,42,,Shoes,,1496,China,M,,Spring,3.6,No,Standard,,WELCOME,8,Transfer,High,Returning,Tablet,3,Will buy again
15250,44,Other,Phone,Electronics,1235,,S,Blue,Harmattan,2.0,,,Yes,SALE20,6,Transfer,,Churn Risk,mobile,-2,
15251,52,Female,,Fashion,1430,Germany,,White,Harmattan,4.8,Yes,Pickup,,WELCOME,44,card,Medium,Returning,mobile,2,Good
15252,58,Male,Bag,Accessories,172,UK,m,White,,1.5,No,Express,,SALE20,48,Transfer,Low,,Tablet,-2,Good
15253,37,Female,Shoes,Clothing,1371,Nigeria,XL,Blue,Harmattan,1.4,Inactive,Same Day,No,SALE20,9,Crypto,High,Returning,mobile,7,
15254,66,M,Shirt,Gadgets,1095,USA,,,Harmattan,2.0,No,Same Day,FALSE,,35,Transfer,Very High,VIP,mobile,7,Good
15255,39,M,Shirt,Gadgets,1731,Nigeria,S,red,Summer,4.4,No,Pickup,Yes,,44,,Very High,Returning,mobile,3,Good
15256,22,Other,Shoes ,Fashion,1039,,XL,White,Summer,2.8,Yes,Same Day,,WELCOME,1,Transfer,Low,Returning,mobile,8,
15257,49,Female,Laptop,Gadgets,415,India,S,Green,Harmattan,2.6,Inactive,Same Day,Yes,SALE20,31,card,High,Returning,Mobile,14,
15258,63,Male,Bag,,1193,USA,XXL,,Autumn,2.1,Inactive,Same Day,FALSE,NONE,10,card,Medium,Churn Risk,Mobile,7,Late delivery
15259,27,,Laptop,Clothing,144,UK,XL,White,Summer,4.8,Inactive,Pickup,No,WELCOME,38,Transfer,Medium,,Tablet,12,Late delivery
15260,38,M,,Accessories,485,UK,,red,Spring,4.1,Inactive,Express,FALSE,NONE,31,Transfer,,,Mobile,8,Will buy again
15261,30,Male,Shoes,Accessories,1440,Nigeria,S,Black,Summer,1.7,No,Pickup,TRUE,PROMO10,38,Transfer,High,Returning,,5,Late delivery
15262,48,F,Shoes,Electronics,1290,UK,XXL,red,,2.4,Inactive,Pickup,Yes,PROMO10,46,Card,Low,Returning,,8,Bad
15263,28,Other,Phone,Gadgets,510,Nigeria,,,Autumn,2.4,,Standard,TRUE,SALE20,37,card,Medium,Churn Risk,,2,Good
15264,38,Male,Headset,,842,UK,M,Red,Summer,1.9,Active,Standard,Yes,PROMO10,18,Crypto,Very High,New,mobile,0,Excellent
15265,53,Other,shirt,Clothing,944,UK,,Blue,Summer,1.5,Active,Standard,,NONE,2,Transfer,Very High,New,Tablet,3,Bad
15266,47,F,Headset,Gadgets,217,Germany,L,Red,Spring,4.4,,Standard,,PROMO10,39,,Very High,Returning,Desktop,3,
15267,60,Male,Phone,Clothing,349,UK,S,red,Winter,3.1,No,Standard,,NONE,47,card,High,VIP,Mobile,9,Excellent
15268,65,Male,Bag,Electronics,563,UK,,,,2.4,,Express,Yes,,9,Cash,Medium,VIP,,0,Bad
15269,50,,Shoes ,,40,Nigeria,XXL,Blue,Winter,1.2,Yes,Standard,Yes,NONE,41,Transfer,High,Returning,mobile,8,
15270,16,F,Headset,Gadgets,1622,,m,Blue,Autumn,2.0,No,,,NONE,35,card,Very High,VIP,,13,Bad
15271,62,Female,Laptop,Accessories,1072,Nigeria,XL,Blue,Winter,3.9,Yes,,,SALE20,18,Crypto,Very High,Returning,Desktop,4,
15272,60,Male,Shoes,Electronics,1771,India,XXL,,Autumn,4.6,Active,Pickup,Yes,SALE20,7,Crypto,Low,,mobile,2,Excellent
15273,20,,Bag,,1993,India,L,red,Summer,4.6,Inactive,Pickup,Yes,SALE20,30,Crypto,Low,Returning,Desktop,1,Good
15274,28,Male,Shoes ,Gadgets,923,China,L,Green,Summer,2.3,Yes,,FALSE,,11,Cash,Medium,VIP,Mobile,1,
15275,69,,Shirt,Accessories,411,India,L,Green,Spring,3.8,Active,,Yes,WELCOME,33,Transfer,Medium,Returning,Desktop,4,
15276,20,M,shirt,Accessories,91,France,M,Blue,Autumn,1.6,Yes,Express,Yes,WELCOME,8,Transfer,Low,VIP,Desktop,0,Good
15277,47,Female,Laptop,Clothing,1063,China,m,Black,Summer,2.1,No,,TRUE,SALE20,35,Crypto,High,Returning,,4,Late delivery
15278,66,Male,Headset,Accessories,1889,Canada,S,White,,3.1,No,Same Day,TRUE,,48,Card,Medium,,,8,
15279,36,F,,Fashion,1481,Canada,,red,Winter,4.1,Inactive,,TRUE,NONE,45,card,Very High,,,5,
15280,39,Other,Headset,Gadgets,1345,UK,m,Black,Autumn,4.6,No,Standard,FALSE,WELCOME,3,Card,Medium,VIP,Desktop,-2,Excellent
15281,33,F,Shoes ,Gadgets,725,China,XL,Green,Summer,4.8,No,Express,Yes,WELCOME,32,Card,Medium,Returning,Mobile,14,Bad
15282,36,Female,Headset,Clothing,170,France,S,red,Harmattan,1.7,Yes,Same Day,FALSE,SALE20,9,Cash,Very High,,mobile,14,
15283,69,M,Laptop,Accessories,1208,China,S,red,Winter,2.8,Active,Express,Yes,SALE20,29,card,High,Churn Risk,Desktop,13,
15284,25,M,Headset,Clothing,1542,China,,Blue,Autumn,3.7,Yes,,No,WELCOME,7,Card,Medium,,Mobile,6,
15285,39,M,Phone,Fashion,919,India,,Green,Summer,4.0,Yes,Standard,Yes,,23,Cash,Very High,New,Mobile,7,
15286,55,,,Clothing,883,UK,M,White,Winter,3.0,Inactive,Pickup,TRUE,SALE20,11,card,Medium,VIP,Tablet,11,Will buy again
15287,62,F,Headset,Gadgets,451,Germany,,Red,Winter,1.2,Yes,Same Day,FALSE,SALE20,41,Crypto,,,Tablet,2,Bad
15288,36,Other,Bag,,1735,USA,XL,Red,,4.2,No,Standard,No,NONE,21,Card,Very High,Returning,mobile,7,Late delivery
15289,40,Other,,,1506,Nigeria,m,Black,Winter,4.4,No,Standard,,,32,Cash,Very High,Returning,Mobile,10,
15290,67,,Headset,Clothing,1381,UK,M,red,Harmattan,4.6,No,Express,Yes,WELCOME,10,Card,Medium,Churn Risk,Mobile,6,
15291,38,Male,Headset,Gadgets,539,Canada,XL,,Winter,4.5,Active,,FALSE,,27,Card,Low,,,11,
15292,37,,Shirt,Electronics,1054,Canada,m,Blue,Summer,4.0,Inactive,Pickup,No,NONE,40,Transfer,,,Mobile,11,Good
15293,19,Other,Shoes ,Fashion,34,USA,XXL,,Summer,2.7,No,Standard,No,,36,card,Medium,VIP,Mobile,-1,Excellent
15294,49,Other,Headset,Fashion,791,UK,m,,Winter,1.7,Inactive,Pickup,,,42,card,Medium,Returning,Tablet,-2,Late delivery
15295,21,Male,shirt,Gadgets,683,China,m,Green,Harmattan,1.5,,Pickup,No,SALE20,37,Cash,,,Mobile,7,
15296,43,F,Laptop,,1630,,XL,Black,Summer,3.8,No,Standard,TRUE,WELCOME,16,card,Medium,VIP,Tablet,0,Late delivery
15297,46,F,shirt,Electronics,228,USA,M,Black,Summer,4.1,No,Pickup,FALSE,WELCOME,14,Crypto,,Returning,,4,
15298,50,Female,Shoes,Accessories,110,France,XXL,Black,Winter,3.6,Yes,Standard,,NONE,21,Crypto,Medium,VIP,mobile,4,
15299,54,F,Phone,Clothing,1568,Nigeria,XL,White,Autumn,3.3,,Standard,TRUE,,21,Transfer,Very High,VIP,Desktop,1,Late delivery
15300,57,M,,Accessories,1667,Canada,L,,Autumn,3.4,No,Express,No,,4,card,High,Churn Risk,Desktop,1,Late delivery
15301,38,M,Headset,Electronics,1485,,M,,Spring,1.3,,Express,No,PROMO10,31,Card,High,,Tablet,-1,Bad
15302,21,Female,Laptop,Fashion,65,Nigeria,XXL,red,Autumn,2.1,Inactive,Express,TRUE,SALE20,25,Transfer,,,Tablet,9,Late delivery
15303,31,Other,Headset,Accessories,180,UK,L,,Harmattan,1.7,Inactive,Express,No,WELCOME,39,Card,Medium,,,14,Late delivery
15304,17,Female,shirt,Electronics,1635,India,XXL,Black,Summer,2.8,No,Same Day,,,14,Cash,Low,,,12,
15305,39,Male,Phone,Fashion,1491,China,m,Blue,Harmattan,1.3,Yes,Standard,Yes,NONE,20,Card,High,VIP,mobile,5,Excellent
15306,32,Female,Phone,,612,India,XL,White,Spring,2.3,Active,,TRUE,SALE20,43,Card,High,Returning,,8,Will buy again
15307,60,Female,Shirt,Accessories,145,India,XL,Red,Harmattan,4.5,Yes,Same Day,Yes,WELCOME,8,card,High,Returning,,9,Excellent
15308,16,,Phone,,90,France,XXL,Red,Spring,1.4,Active,,FALSE,NONE,9,Crypto,Low,VIP,mobile,12,
15309,21,M,Shoes ,Fashion,1516,India,XXL,Red,Harmattan,3.3,No,Pickup,No,PROMO10,24,Cash,High,Returning,,1,
15310,20,Male,Laptop,Gadgets,639,India,XL,red,Spring,2.0,No,,,WELCOME,7,Card,High,VIP,Desktop,-2,Excellent
15311,60,,Shirt,Fashion,1423,,,,Summer,2.5,No,Express,FALSE,SALE20,24,Transfer,High,Churn Risk,Tablet,1,Bad
15312,65,Male,Shoes ,Fashion,357,,,,Spring,2.2,No,Express,Yes,NONE,18,Transfer,Low,New,mobile,-2,Late delivery
15313,44,Female,Laptop,Electronics,1756,China,S,Blue,Autumn,1.2,No,Standard,Yes,NONE,39,,Very High,New,Mobile,12,Will buy again
15314,27,,Phone,Electronics,1452,,m,red,Winter,1.3,Yes,Express,FALSE,PROMO10,1,card,,,,1,Will buy again
15315,54,,Headset,Clothing,1136,France,XXL,Blue,Spring,2.9,Inactive,Pickup,FALSE,SALE20,12,Cash,High,VIP,Tablet,-2,
15316,62,Male,Phone,Electronics,183,Canada,S,White,Spring,4.4,Yes,Express,Yes,WELCOME,15,Crypto,Very High,Churn Risk,Tablet,14,Bad
15317,18,Male,,Gadgets,586,,,Red,Spring,4.7,Inactive,Express,TRUE,WELCOME,11,Transfer,High,New,mobile,7,Excellent
15318,63,F,Laptop,Gadgets,980,USA,XL,White,Winter,1.9,No,Standard,TRUE,NONE,16,Cash,High,VIP,Tablet,12,
15319,16,Male,Headset,,1954,China,L,Red,Autumn,4.6,,,FALSE,SALE20,21,Cash,Low,,Desktop,-1,Late delivery
15320,42,,Laptop,Fashion,643,USA,L,Red,Autumn,1.2,Active,Standard,TRUE,SALE20,39,,Very High,Returning,mobile,1,Bad
15321,63,Other,,Electronics,418,India,,red,Winter,4.4,Active,Same Day,FALSE,NONE,40,Crypto,Medium,New,Tablet,6,Will buy again
15322,39,Male,Laptop,Clothing,210,,,Red,Autumn,3.2,Yes,Standard,No,NONE,7,card,High,VIP,mobile,4,Late delivery
15323,59,M,Shirt,Electronics,954,Canada,M,red,Winter,1.3,Inactive,Standard,Yes,SALE20,3,,Medium,,Desktop,1,
15324,34,F,Phone,Clothing,779,China,M,Red,,1.3,Inactive,Pickup,Yes,PROMO10,47,card,,,,12,
15325,23,M,Shoes ,Fashion,1095,India,XL,,Spring,1.6,Inactive,Same Day,,WELCOME,38,card,,VIP,,13,
15326,59,M,Laptop,,483,UK,XXL,White,Summer,1.2,Inactive,Same Day,Yes,PROMO10,37,Cash,High,New,Desktop,13,Will buy again
15327,62,Other,Shirt,,1166,Nigeria,L,red,Harmattan,3.8,No,Same Day,Yes,NONE,48,,Medium,,,8,Good
15328,17,F,shirt,Gadgets,229,China,,,,3.5,,,,PROMO10,9,Transfer,High,,Tablet,14,Will buy again
15329,45,Female,Watch,Electronics,1089,,XXL,Blue,Harmattan,4.4,Active,,FALSE,PROMO10,23,Card,Very High,Churn Risk,mobile,11,Will buy again
15330,45,,Bag,Electronics,1917,Germany,,Red,,2.9,Active,,FALSE,SALE20,42,Crypto,Medium,Churn Risk,Tablet,0,Will buy again
15331,64,,,Gadgets,1642,Canada,S,Black,Spring,3.3,Yes,Express,TRUE,NONE,7,,,New,Mobile,-1,Excellent
15332,54,Male,Phone,Gadgets,1321,USA,XL,Green,Winter,1.6,,Express,,PROMO10,6,Card,Low,VIP,Tablet,8,
15333,60,,Watch,,19,Nigeria,m,Blue,Summer,3.1,,Standard,No,NONE,2,card,Low,Returning,,7,Good
15334,47,Other,shirt,,54,Canada,M,,Spring,2.3,Yes,Express,No,,44,Crypto,Medium,New,Desktop,2,
15335,16,,Phone,,1800,China,XL,Blue,Spring,2.8,,Pickup,Yes,PROMO10,22,,High,Returning,,9,
15336,53,Other,shirt,Accessories,1129,,M,White,Spring,4.3,Yes,,,PROMO10,18,Card,Very High,Returning,Desktop,2,
15337,28,Female,Shoes,Accessories,1454,Nigeria,XL,Green,Harmattan,3.7,Inactive,Pickup,,PROMO10,23,Cash,Low,Returning,Mobile,11,Will buy again
15338,26,Other,,Accessories,968,Canada,XL,White,Spring,1.2,Yes,Standard,FALSE,NONE,3,Crypto,Low,Churn Risk,Mobile,3,Bad
15339,25,Female,Laptop,Gadgets,1038,Germany,M,Blue,,4.8,,Pickup,Yes,WELCOME,10,Card,,VIP,,1,
15340,63,Female,Shoes,Accessories,760,USA,S,Red,Harmattan,2.0,,,No,PROMO10,0,Transfer,Medium,Returning,mobile,2,Excellent
15341,41,Female,Shirt,Electronics,127,USA,XL,red,Autumn,2.8,Inactive,Standard,No,PROMO10,9,card,High,New,Mobile,7,Late delivery
15342,35,Other,Shirt,Gadgets,666,UK,L,red,Spring,2.9,Active,Same Day,Yes,WELCOME,21,,High,VIP,,12,
15343,32,Female,,Electronics,1923,Nigeria,XL,red,,3.6,Active,Pickup,,,16,Cash,Low,Churn Risk,mobile,14,Late delivery
15344,32,Other,Phone,Gadgets,675,China,XXL,Red,Summer,4.4,,Express,FALSE,NONE,42,Crypto,Low,,mobile,14,Excellent
15345,19,F,Shoes,Fashion,1000,Nigeria,L,White,Harmattan,2.1,No,,,PROMO10,9,Cash,,VIP,Desktop,3,Excellent
15346,20,Female,,Electronics,257,Canada,XXL,Blue,Winter,2.2,Active,Same Day,Yes,,27,Crypto,High,Churn Risk,Desktop,10,Good
15347,38,Other,Bag,Gadgets,1360,India,M,Blue,Autumn,1.9,Active,Pickup,Yes,PROMO10,14,Crypto,High,,,8,
15348,61,Other,Watch,Clothing,1229,UK,M,,Spring,4.0,No,,TRUE,,37,Card,,Returning,Mobile,1,
15349,67,Other,Shoes,Gadgets,1824,,M,red,Harmattan,3.5,,Same Day,No,WELCOME,24,Crypto,Medium,New,mobile,0,Bad
15350,25,Male,Shoes,Fashion,1126,UK,m,,Winter,1.8,Active,Express,,SALE20,39,Transfer,High,,Desktop,8,Good
15351,61,Male,Bag,Gadgets,1993,Germany,XXL,Blue,,2.8,Inactive,Pickup,,PROMO10,2,,,Returning,Desktop,14,Late delivery
15352,43,Female,shirt,Fashion,1250,USA,M,Black,Spring,2.6,No,Standard,Yes,,5,card,Very High,,Desktop,7,Bad
15353,48,,Shirt,Accessories,724,Germany,L,red,,3.1,Inactive,Express,,,30,,High,New,mobile,4,Excellent
15354,58,F,Watch,Electronics,279,USA,,Red,Harmattan,4.3,No,Standard,No,WELCOME,1,,Medium,,Mobile,12,
15355,41,,Bag,Fashion,508,China,M,White,Spring,4.6,Active,,Yes,,41,Crypto,High,Returning,mobile,-2,Will buy again
15356,65,Female,Watch,Clothing,850,,,red,Harmattan,1.9,Yes,Express,,NONE,22,Transfer,Very High,New,mobile,14,Good
15357,63,M,Headset,Electronics,563,Germany,XL,White,Summer,3.4,,Standard,,,18,card,High,VIP,Tablet,-1,
15358,44,M,Headset,Gadgets,631,France,XXL,Red,Summer,4.2,,Express,,SALE20,1,card,Medium,,mobile,-1,Good
15359,42,F,Shirt,Gadgets,1948,Canada,XXL,White,,1.5,Active,Pickup,No,WELCOME,2,,Medium,Returning,Desktop,9,Late delivery
15360,33,F,Bag,Fashion,700,India,XXL,White,Autumn,2.4,Yes,Same Day,No,WELCOME,15,Transfer,Low,Returning,,6,Good
15361,55,F,Laptop,Clothing,374,Germany,XXL,White,Summer,1.6,No,,Yes,WELCOME,21,Card,Low,New,Mobile,4,Good
15362,25,Male,Shoes ,Fashion,527,Germany,S,,Summer,2.5,No,,FALSE,,31,Cash,Very High,Returning,,5,
15363,57,Male,Phone,Clothing,593,Nigeria,M,,Spring,1.2,Inactive,Express,,,0,Crypto,Very High,,Mobile,1,Will buy again
15364,20,M,Shoes,,1358,USA,XL,White,Winter,3.0,,Pickup,No,WELCOME,49,Transfer,Very High,Returning,Tablet,-2,
15365,25,F,shirt,Fashion,1249,USA,XL,red,,5.0,Inactive,,FALSE,NONE,47,Transfer,Medium,,Mobile,6,Will buy again
15366,65,Other,Shoes,Accessories,351,Canada,m,,Harmattan,4.5,Yes,Same Day,TRUE,SALE20,21,card,High,New,Desktop,1,Will buy again
15367,36,,Shirt,Accessories,1594,Germany,,White,Harmattan,3.0,Active,Same Day,,SALE20,31,Transfer,Very High,New,Mobile,1,Will buy again
15368,39,M,Headset,Accessories,63,Canada,XXL,Blue,Autumn,3.3,No,Standard,Yes,,48,card,Very High,Churn Risk,mobile,3,
15369,53,F,Bag,Fashion,709,UK,XL,Black,Summer,4.1,No,Pickup,,PROMO10,20,,,VIP,,12,Bad
15370,18,Other,Watch,Electronics,36,Canada,M,,Autumn,1.9,Yes,Same Day,FALSE,WELCOME,25,Cash,Very High,Churn Risk,Desktop,9,
15371,55,F,Shoes ,Gadgets,1686,Germany,L,Green,Spring,3.2,No,Same Day,FALSE,NONE,8,card,Medium,Returning,Mobile,14,
15372,46,Female,Phone,Electronics,1672,UK,XL,red,Autumn,2.9,Active,Same Day,Yes,NONE,31,Cash,Medium,Returning,Desktop,-2,Late delivery
15373,56,Other,Shoes,Gadgets,212,France,m,red,Winter,2.5,Yes,,FALSE,SALE20,13,,Medium,VIP,Desktop,13,Late delivery
15374,52,,,Clothing,342,Canada,S,Blue,Summer,2.8,,Standard,FALSE,NONE,44,,Medium,New,Mobile,10,Bad
15375,17,Female,Bag,Accessories,1241,USA,XXL,Blue,Harmattan,4.1,Inactive,Same Day,TRUE,NONE,49,Cash,Medium,Returning,Desktop,5,Excellent
15376,17,Male,Shirt,Accessories,183,UK,L,red,Harmattan,2.5,,Pickup,Yes,WELCOME,33,Crypto,,,mobile,7,Will buy again
15377,54,M,Watch,Gadgets,1971,Nigeria,m,Blue,Harmattan,4.7,No,Express,FALSE,PROMO10,3,Transfer,Low,,,9,Good
15378,64,F,Phone,Accessories,314,India,,Blue,Autumn,4.6,Inactive,Express,TRUE,,6,card,High,,,1,Will buy again
15379,57,M,Headset,Electronics,413,Germany,L,White,Harmattan,4.9,No,Pickup,FALSE,SALE20,28,Transfer,,New,Desktop,3,Bad
15380,59,,Shirt,Fashion,1666,India,XXL,Green,,1.3,,Express,No,NONE,28,Crypto,,VIP,Tablet,13,
15381,49,F,Watch,Accessories,142,Germany,XXL,Green,Summer,3.4,,Pickup,TRUE,SALE20,26,Crypto,Low,,,7,Bad
15382,57,Female,Phone,,395,Nigeria,XL,,Spring,1.8,Yes,Pickup,No,WELCOME,42,Crypto,Very High,New,Desktop,11,Bad
15383,35,Other,Watch,Accessories,386,UK,,White,Autumn,1.3,No,Same Day,TRUE,NONE,38,Cash,,Churn Risk,mobile,2,Will buy again
15384,48,Other,Phone,,1785,,XXL,red,Autumn,3.1,Inactive,Express,No,WELCOME,0,,Medium,New,Mobile,13,
15385,19,F,Headset,Clothing,709,India,S,White,Summer,4.7,Yes,,No,NONE,35,Crypto,Low,,Mobile,7,Good
15386,60,Female,Phone,Fashion,1893,India,M,Green,Winter,2.2,Yes,Standard,FALSE,NONE,23,,Medium,New,mobile,7,Good
15387,59,F,Headset,Gadgets,997,Germany,L,Blue,,2.6,,,TRUE,,27,Cash,,New,,10,
15388,26,F,Shoes,Fashion,1539,UK,XXL,,Winter,3.7,Active,Same Day,Yes,NONE,42,Crypto,Low,,Desktop,10,
15389,57,F,shirt,Fashion,1303,Canada,XL,White,Spring,4.5,No,Express,FALSE,SALE20,19,Transfer,Medium,VIP,Mobile,7,Excellent
15390,62,Other,Watch,Gadgets,651,Canada,XXL,Blue,Summer,1.4,,Pickup,TRUE,SALE20,23,card,Low,Churn Risk,Tablet,8,
15391,20,,shirt,Fashion,1523,France,S,Blue,Spring,3.4,No,,No,PROMO10,6,Card,High,VIP,Desktop,0,Bad
15392,40,F,Shoes,Clothing,49,France,XXL,red,Winter,2.0,Active,,FALSE,NONE,47,,,,Tablet,13,Will buy again
15393,64,Other,Shirt,,1901,India,S,White,Harmattan,4.1,,Standard,TRUE,,43,card,Very High,,Desktop,3,
15394,52,Male,Headset,Electronics,466,China,XXL,White,Autumn,2.1,Active,Express,No,SALE20,44,Card,Low,,Mobile,1,Will buy again
15395,49,Female,Laptop,Fashion,1066,,,red,Harmattan,3.9,Active,Same Day,Yes,,37,card,Medium,,Tablet,11,Excellent
15396,24,Male,,Electronics,1675,China,M,Green,Winter,3.9,,Express,TRUE,WELCOME,1,Card,Very High,VIP,Tablet,9,Late delivery
15397,21,F,Shoes,Clothing,1970,,XL,White,Spring,4.9,,Express,,,21,Card,Very High,New,Mobile,-2,Bad
15398,33,Other,Phone,Clothing,751,,m,Red,Winter,3.0,Active,,,WELCOME,17,Card,,New,Tablet,11,Good
15399,29,Female,Laptop,Fashion,1095,UK,,red,Harmattan,1.6,No,Pickup,TRUE,SALE20,48,card,Medium,VIP,Tablet,9,Bad
15400,34,M,Watch,Accessories,591,India,S,Blue,,4.2,Inactive,Express,Yes,NONE,39,card,High,,mobile,-2,Good
15401,29,Female,Headset,Fashion,268,UK,XXL,Blue,Summer,4.0,,Same Day,TRUE,PROMO10,29,Transfer,,Returning,mobile,9,Will buy again
15402,55,Female,Bag,Electronics,1630,Germany,L,red,Summer,4.4,Yes,,Yes,WELCOME,16,Crypto,High,Returning,Tablet,14,Will buy again
15403,32,F,Watch,Clothing,1642,,S,Black,,3.2,Active,Standard,TRUE,NONE,36,Crypto,Very High,,,10,Late delivery
15404,50,Male,Shirt,Electronics,1543,China,M,Blue,Spring,3.6,Inactive,Same Day,FALSE,,34,Cash,Medium,New,,7,Bad
15405,44,Male,,Electronics,609,UK,M,Red,Spring,4.9,Inactive,Same Day,FALSE,PROMO10,37,,Very High,New,Mobile,1,
15406,57,M,Laptop,Gadgets,1040,France,L,Blue,,1.1,Inactive,Express,FALSE,WELCOME,28,Card,Very High,VIP,Desktop,3,Will buy again
15407,32,F,,Clothing,598,Germany,XXL,red,Autumn,3.7,Active,Standard,TRUE,WELCOME,15,,High,New,Tablet,6,Bad
15408,58,Female,shirt,Clothing,175,Canada,XXL,,Harmattan,2.8,Inactive,Standard,TRUE,SALE20,20,Crypto,Medium,VIP,Desktop,0,Excellent
15409,23,,Headset,Electronics,907,France,XXL,Blue,Spring,2.6,Inactive,Standard,Yes,,9,Card,Medium,Returning,Tablet,5,
15410,16,Male,Shirt,,1378,China,XXL,Black,Spring,2.2,,Pickup,,SALE20,4,Card,,Churn Risk,Desktop,8,Good
15411,60,Male,Watch,Clothing,1262,China,m,Blue,Harmattan,3.9,Inactive,Pickup,Yes,WELCOME,2,,High,,Mobile,-2,
15412,68,Other,Laptop,,1332,UK,m,Red,Autumn,1.5,Inactive,Pickup,TRUE,SALE20,30,Crypto,Low,Churn Risk,,9,
15413,51,Female,Shoes ,,1534,France,XXL,White,Autumn,1.9,No,,No,NONE,12,Card,Low,VIP,mobile,4,Good
15414,22,F,Shoes ,Fashion,980,Nigeria,,,Winter,2.3,No,Same Day,,,15,Crypto,,,Mobile,3,Late delivery
15415,61,Male,Shoes,Gadgets,1523,Nigeria,L,White,Harmattan,1.8,,,No,SALE20,19,Crypto,Medium,New,Desktop,14,Bad
