Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Customer_Segment,Device_Used,Delivery_Delay_Days,Customer_Satisfaction_Comment,Age_Group,Frequency
5191,16,Other,Shoes,,,China,XL,Blue,Summer,5.0,No,,Yes,PROMO10,11.0,Crypto,Medium,Churn Risk,Tablet,7.0,Good,0-20,1
5192,64,Male,Shoes ,Accessories,1225.0,Germany,XXL,Green,Summer,1.1,Yes,Standard,Yes,WELCOME,41.0,,High,Returning,,-2.0,Good,61-80,1
5193,60,F,Headset,Fashion,1795.0,Nigeria,S,red,Summer,1.9,,Pickup,FALSE,SALE20,1.0,Crypto,Very High,Returning,,9.0,,61-80,1
5194,19,Other,Bag,,,UK,m,Red,Harmattan,3.2,Active,,FALSE,NONE,28.0,,Medium,,Desktop,6.0,Good,0-20,1
5195,22,Female,Bag,Gadgets,1047.0,Germany,XL,Red,Spring,3.9,,Same Day,FALSE,,28.0,Crypto,,,Desktop,4.0,Excellent,0-20,1
5196,64,,Headset,Gadgets,1970.0,France,L,Black,Autumn,4.3,Yes,,TRUE,SALE20,22.0,Card,,VIP,Desktop,11.0,Will buy again,61-80,1
5197,24,F,Shirt,Fashion,1401.0,USA,m,White,Autumn,1.5,No,Pickup,Yes,,3.0,Crypto,Low,Churn Risk,mobile,0.0,,0-20,1
5198,51,Male,Phone,Electronics,1852.0,China,XL,Blue,Spring,4.4,Inactive,Standard,FALSE,NONE,19.0,card,,VIP,,4.0,Bad,41-60,1
5199,34,Male,Headset,Fashion,1182.0,India,m,,Summer,3.8,Yes,,FALSE,PROMO10,6.0,card,,Returning,Desktop,-2.0,Late delivery,21-40,1
5200,16,Female,Watch,Fashion,198.0,India,L,Blue,Autumn,2.2,No,Same Day,Yes,PROMO10,5.0,,Low,New,mobile,4.0,Bad,0-20,1
5201,25,Other,,Fashion,402.0,India,L,Red,Harmattan,1.0,Yes,Express,TRUE,SALE20,29.0,card,Low,VIP,Tablet,4.0,Late delivery,0-20,1
5202,51,F,Headset,Gadgets,440.0,Germany,m,Red,Summer,4.7,Inactive,Express,Yes,PROMO10,37.0,Crypto,Medium,VIP,Desktop,13.0,,41-60,1
5203,24,Female,Shirt,Clothing,608.0,USA,XL,red,Winter,1.8,Inactive,Same Day,Yes,NONE,5.0,Cash,Very High,Churn Risk,mobile,-1.0,,0-20,1
5204,60,Other,Headset,Electronics,392.0,China,L,Green,Autumn,2.5,,,No,,39.0,Crypto,Very High,VIP,Tablet,11.0,,61-80,1
5205,61,M,Shirt,Electronics,647.0,UK,XXL,Blue,Harmattan,4.4,No,,FALSE,SALE20,24.0,Card,Very High,Returning,Tablet,10.0,Good,61-80,1
5206,57,M,Headset,Electronics,339.0,UK,m,Black,Harmattan,3.7,Yes,Express,Yes,SALE20,7.0,card,Very High,New,mobile,11.0,Late delivery,61-80,1
5207,47,Other,Shoes ,Accessories,1434.0,USA,XXL,,Harmattan,1.5,Inactive,Standard,FALSE,WELCOME,13.0,Cash,Low,,,11.0,Excellent,41-60,1
5208,47,Male,,,,USA,XL,White,Winter,4.9,No,Express,Yes,SALE20,34.0,card,Medium,New,Desktop,1.0,,41-60,1
5209,21,Male,Shoes ,Fashion,1518.0,USA,L,red,,2.3,Inactive,Same Day,Yes,,5.0,Cash,Medium,VIP,,10.0,Bad,0-20,1
5210,63,M,Phone,Clothing,566.0,France,S,,Spring,3.4,,Standard,,,45.0,,Very High,VIP,Tablet,11.0,Bad,61-80,1
5211,53,Male,Headset,Clothing,1476.0,China,XL,Blue,Winter,3.5,Active,Same Day,TRUE,NONE,13.0,,Low,New,,8.0,Late delivery,41-60,1
5212,32,Male,Shoes ,Accessories,983.0,UK,L,red,Harmattan,3.3,No,Express,Yes,PROMO10,36.0,Card,,New,,5.0,,21-40,1
5213,25,Other,Laptop,Gadgets,742.0,France,m,Black,Summer,3.3,Inactive,Express,Yes,,24.0,Cash,Low,Churn Risk,Tablet,2.0,,0-20,1
5214,65,,Shirt,Accessories,1806.0,UK,L,Red,Harmattan,2.0,Yes,Standard,Yes,NONE,42.0,,Very High,New,,13.0,Bad,61-80,1
5215,42,Other,Headset,Accessories,513.0,,m,Black,Winter,4.8,,,TRUE,,45.0,card,Low,,Mobile,6.0,,21-40,1
5216,69,Male,Shoes,Fashion,700.0,Nigeria,,Black,Winter,3.0,,,TRUE,NONE,23.0,Cash,,VIP,Tablet,0.0,,61-80,1
5217,65,Other,Shirt,Gadgets,1894.0,India,L,red,Winter,1.6,Yes,Express,No,SALE20,33.0,,Low,VIP,Tablet,1.0,Excellent,61-80,1
5218,50,F,,,,China,S,red,Winter,4.4,Active,,TRUE,NONE,46.0,Crypto,Low,Returning,Desktop,10.0,,41-60,1
5219,67,M,Headset,,,,XXL,Blue,Harmattan,1.6,,Same Day,FALSE,,5.0,Transfer,,,Mobile,10.0,Late delivery,61-80,1
5220,36,,,Accessories,104.0,Germany,M,Black,Winter,4.5,,Same Day,FALSE,PROMO10,44.0,,Low,VIP,Mobile,13.0,Will buy again,21-40,1
5221,40,F,Shoes,,,France,m,Blue,Winter,3.2,No,,FALSE,WELCOME,24.0,card,Very High,Returning,Mobile,2.0,Bad,21-40,1
5222,43,F,Headset,Clothing,1521.0,Germany,S,Green,Harmattan,1.2,Yes,Standard,Yes,WELCOME,48.0,Transfer,Low,,,13.0,Excellent,21-40,1
5223,62,Male,Phone,Fashion,1467.0,Germany,M,,Autumn,1.5,,Same Day,,WELCOME,47.0,Cash,High,New,mobile,7.0,Good,61-80,1
5224,30,Male,Bag,,,India,m,Green,,4.8,Yes,Same Day,TRUE,NONE,47.0,Crypto,High,VIP,,1.0,Late delivery,21-40,1
5225,19,F,Shirt,Gadgets,1406.0,Canada,XXL,Black,Harmattan,1.5,Active,Same Day,TRUE,SALE20,15.0,Cash,Medium,New,Tablet,-2.0,Will buy again,0-20,1
5226,44,F,Headset,Clothing,1316.0,France,L,,,3.3,No,Same Day,Yes,PROMO10,31.0,Transfer,Low,Churn Risk,,11.0,Bad,41-60,1
5227,24,Female,shirt,Electronics,432.0,Canada,M,Black,Summer,2.3,,Express,No,NONE,1.0,card,,Returning,,13.0,Late delivery,0-20,1
5228,42,Female,shirt,Fashion,1621.0,USA,M,,Spring,4.2,Inactive,Same Day,,SALE20,4.0,Card,Very High,Churn Risk,Desktop,12.0,Good,21-40,1
5229,41,M,,Clothing,333.0,USA,,White,,4.2,Active,Standard,FALSE,NONE,18.0,,,New,Tablet,11.0,Will buy again,21-40,1
5230,34,F,,Accessories,1028.0,Canada,m,Red,Autumn,4.2,Inactive,Pickup,Yes,WELCOME,32.0,Transfer,Very High,Returning,Mobile,6.0,,21-40,1
5231,43,Other,Shoes ,Accessories,768.0,Germany,S,Green,Summer,1.8,Active,Same Day,Yes,NONE,32.0,Crypto,Very High,,Desktop,7.0,,21-40,1
5232,32,,Shirt,Fashion,696.0,Nigeria,XXL,Black,Harmattan,3.8,Yes,Standard,No,NONE,24.0,card,High,New,Tablet,1.0,Excellent,21-40,1
5233,58,Female,Shoes,Gadgets,37.0,UK,XL,Black,Autumn,1.4,Yes,Same Day,FALSE,PROMO10,32.0,Cash,High,VIP,mobile,5.0,Good,61-80,1
5234,56,Male,Shoes ,Accessories,124.0,Germany,m,Black,Summer,1.3,Yes,Standard,Yes,PROMO10,28.0,,Very High,VIP,mobile,5.0,,41-60,1
5235,57,F,Shirt,Clothing,1125.0,China,M,,Harmattan,2.6,Inactive,Pickup,,PROMO10,44.0,,High,,,8.0,Late delivery,61-80,1
5236,65,Other,Laptop,Electronics,390.0,Canada,S,,Summer,3.4,No,Standard,TRUE,NONE,46.0,Transfer,Low,New,Tablet,-2.0,Good,61-80,1
5237,35,,Laptop,Gadgets,18.0,France,L,red,Winter,2.3,,,Yes,NONE,18.0,card,Medium,VIP,Mobile,7.0,,21-40,1
5238,60,Other,Shirt,Fashion,617.0,Canada,XXL,Black,Winter,2.2,No,Same Day,Yes,PROMO10,30.0,Cash,Low,New,Desktop,4.0,Bad,61-80,1
5239,55,Other,Laptop,Accessories,1345.0,Germany,,Black,Spring,1.3,Inactive,,FALSE,WELCOME,36.0,,Very High,,Tablet,14.0,Late delivery,41-60,1
5240,54,Male,Headset,Gadgets,741.0,India,,White,,1.8,,Same Day,Yes,WELCOME,8.0,Crypto,Low,New,Mobile,6.0,Good,41-60,1
5241,64,Female,Watch,Electronics,325.0,China,L,red,Summer,3.4,Yes,Same Day,No,PROMO10,16.0,Card,Very High,Churn Risk,Tablet,2.0,Late delivery,61-80,1
5242,68,Other,,Gadgets,1779.0,China,L,Red,Harmattan,3.7,,,TRUE,PROMO10,32.0,Cash,Very High,VIP,Tablet,3.0,Good,61-80,1
5243,38,,Watch,Gadgets,90.0,India,,White,Summer,4.6,Active,Same Day,No,SALE20,21.0,Card,Low,,,5.0,,21-40,1
5244,62,Female,Laptop,Fashion,546.0,Canada,XL,Blue,Summer,2.5,Yes,Standard,No,PROMO10,38.0,card,Low,New,,4.0,Excellent,61-80,1
5245,47,M,Shirt,Electronics,1311.0,Canada,,White,Winter,1.9,No,Standard,TRUE,NONE,29.0,Cash,Low,VIP,,14.0,Good,41-60,1
5246,67,Male,Phone,Electronics,1092.0,USA,M,Red,Harmattan,3.9,Inactive,Pickup,TRUE,PROMO10,6.0,Cash,Medium,VIP,Mobile,2.0,Bad,61-80,1
5247,62,Female,Bag,Gadgets,1829.0,,XL,Red,Harmattan,3.7,Active,,No,NONE,24.0,Transfer,Medium,New,,2.0,,61-80,1
5248,48,Female,Bag,Accessories,1849.0,France,S,Blue,Harmattan,2.1,Active,Pickup,TRUE,SALE20,13.0,card,,VIP,Tablet,13.0,Good,41-60,1
5249,61,Other,Laptop,Gadgets,84.0,UK,XL,Blue,Summer,4.1,,Pickup,,WELCOME,15.0,,Low,VIP,,10.0,,61-80,1
5250,20,,Phone,Clothing,398.0,UK,S,Red,Spring,1.8,,Standard,FALSE,SALE20,10.0,Card,Very High,Returning,Mobile,8.0,Late delivery,0-20,1
5251,58,Other,Shirt,Accessories,671.0,Nigeria,M,Green,Autumn,2.4,Active,Pickup,FALSE,PROMO10,38.0,Crypto,Very High,Returning,mobile,12.0,Will buy again,61-80,1
5252,63,,Watch,Fashion,1705.0,USA,M,Red,Autumn,2.0,,Same Day,,,14.0,,High,Churn Risk,Mobile,1.0,Good,61-80,1
5253,49,Male,Watch,Electronics,1926.0,Germany,XL,Blue,Autumn,3.6,Inactive,,TRUE,SALE20,9.0,Crypto,High,Returning,mobile,9.0,Will buy again,41-60,1
5254,55,Female,Shoes ,,,,L,,Winter,3.0,No,Pickup,,NONE,28.0,Card,High,Returning,Tablet,3.0,Good,41-60,1
5255,26,F,Shirt,Accessories,882.0,UK,XL,Green,Autumn,3.9,Active,Pickup,FALSE,,25.0,card,High,,,-1.0,,0-20,1
5256,65,,Shoes ,Fashion,1839.0,India,XXL,Blue,Autumn,1.4,Inactive,,FALSE,PROMO10,30.0,,,VIP,Tablet,-2.0,,61-80,1
5257,18,,Shoes ,Gadgets,215.0,France,,White,Summer,2.0,,,Yes,,17.0,,Medium,Churn Risk,Mobile,10.0,Late delivery,0-20,1
5258,48,Other,Laptop,Fashion,407.0,UK,M,Red,Harmattan,2.9,Inactive,Pickup,No,PROMO10,7.0,card,Low,Returning,Mobile,2.0,Bad,41-60,1
5259,26,Other,Headset,Clothing,1399.0,Canada,,White,Harmattan,1.2,Active,Same Day,Yes,,42.0,Card,Low,,mobile,11.0,Late delivery,0-20,1
5260,31,M,Headset,,,Germany,,Black,Summer,3.9,Active,Express,TRUE,WELCOME,45.0,Crypto,Low,Returning,mobile,1.0,Bad,21-40,1
5261,33,,Shoes,Fashion,271.0,USA,XXL,White,Spring,2.1,Active,,FALSE,PROMO10,21.0,Card,Very High,VIP,Mobile,9.0,Bad,21-40,1
5262,45,Male,Shoes,,,China,XXL,Black,Summer,3.4,Inactive,Pickup,TRUE,NONE,49.0,,,VIP,Desktop,12.0,Bad,41-60,1
5263,63,Female,Shoes ,,,India,XXL,Red,Spring,4.6,No,Same Day,FALSE,PROMO10,34.0,Card,,Churn Risk,,-1.0,,61-80,1
5264,25,Female,Shoes,Accessories,1150.0,,,red,,2.0,,Express,FALSE,SALE20,8.0,,Very High,Returning,Tablet,10.0,,0-20,1
5265,33,Female,Bag,Electronics,36.0,China,L,Blue,Harmattan,4.0,Active,Pickup,FALSE,PROMO10,49.0,Cash,Very High,,mobile,5.0,Will buy again,21-40,1
5266,53,,Watch,Accessories,1025.0,India,m,Green,Winter,3.5,Active,Express,Yes,WELCOME,14.0,Transfer,High,VIP,Tablet,-1.0,Good,41-60,1
5267,34,Other,Shoes ,Accessories,1364.0,,M,Green,,1.7,,Pickup,No,WELCOME,31.0,Cash,Low,Churn Risk,Mobile,13.0,Good,21-40,1
5268,51,Male,Phone,Electronics,1825.0,Germany,M,Black,Summer,3.9,Inactive,Same Day,FALSE,NONE,49.0,Card,High,Churn Risk,mobile,12.0,Late delivery,41-60,1
5269,28,Female,Phone,Clothing,472.0,UK,m,,Winter,1.2,No,Standard,No,PROMO10,2.0,card,Medium,New,Tablet,10.0,,0-20,1
5270,61,,Laptop,Accessories,296.0,France,M,Blue,Summer,3.1,Yes,Same Day,,,16.0,Transfer,Very High,VIP,,-2.0,Bad,61-80,1
5271,18,F,Laptop,Electronics,1459.0,,m,Black,Autumn,1.5,,Same Day,No,SALE20,37.0,,Low,Churn Risk,,-2.0,Late delivery,0-20,1
5272,25,M,Headset,Electronics,604.0,France,m,Green,Harmattan,3.7,No,Standard,TRUE,WELCOME,27.0,Cash,Medium,Returning,Tablet,0.0,,0-20,1
5273,53,M,Watch,Accessories,175.0,UK,XL,Green,Spring,2.2,Active,Same Day,Yes,WELCOME,23.0,,,New,Mobile,7.0,Bad,41-60,1
5274,16,Female,Shoes ,,,USA,S,red,Harmattan,4.2,Active,Standard,,PROMO10,21.0,Cash,Medium,,mobile,6.0,,0-20,1
5275,42,Other,Watch,Electronics,312.0,Germany,M,red,Harmattan,3.0,,,TRUE,WELCOME,38.0,Transfer,High,VIP,,-2.0,Will buy again,21-40,1
5276,61,M,,,,China,L,red,Autumn,1.3,,Express,Yes,NONE,40.0,card,Medium,New,Tablet,6.0,Good,61-80,1
5277,23,M,Headset,Gadgets,72.0,China,L,Red,Summer,3.4,Active,,No,SALE20,15.0,Cash,,Returning,,4.0,Late delivery,0-20,1
5278,66,M,,Accessories,1161.0,Nigeria,,red,,1.1,,,,WELCOME,38.0,,,,Tablet,8.0,Bad,61-80,1
5279,61,M,,,,UK,S,red,,2.2,No,Pickup,Yes,,10.0,Transfer,High,Returning,,0.0,Bad,61-80,1
5280,57,Female,Phone,Clothing,180.0,Germany,XL,Black,Summer,2.1,Yes,Express,TRUE,WELCOME,43.0,,Medium,VIP,Tablet,8.0,,61-80,1
5281,32,,Watch,Gadgets,887.0,Nigeria,L,Black,Spring,4.9,Yes,Pickup,FALSE,,22.0,card,Very High,Churn Risk,,11.0,Late delivery,21-40,1
5282,24,Male,Shoes,Clothing,924.0,France,,red,Autumn,2.0,Active,Standard,No,NONE,19.0,Crypto,Medium,New,Mobile,13.0,Good,0-20,1
5283,21,Male,Bag,,,Canada,S,Green,Winter,3.7,Yes,Same Day,TRUE,,40.0,Cash,High,Churn Risk,mobile,5.0,Excellent,0-20,1
5284,58,Other,Shoes ,Accessories,1922.0,,L,Green,,2.0,Yes,,TRUE,PROMO10,11.0,card,Very High,Returning,Tablet,12.0,Excellent,61-80,1
5285,40,,Bag,Fashion,116.0,USA,S,Red,Spring,1.3,Active,Standard,TRUE,SALE20,25.0,Card,Low,VIP,Tablet,-1.0,Good,21-40,1
5286,54,F,Shoes,Electronics,1797.0,Germany,L,Blue,Winter,1.3,Inactive,,Yes,PROMO10,28.0,,Medium,Returning,Tablet,6.0,Good,41-60,1
5287,64,Male,Bag,Gadgets,359.0,Germany,XL,Blue,Winter,4.7,,Pickup,No,WELCOME,34.0,Transfer,Medium,,,-2.0,,61-80,1
5288,43,F,Laptop,Accessories,1798.0,France,,Blue,Autumn,1.4,Active,Standard,FALSE,SALE20,16.0,Crypto,,Returning,Tablet,14.0,Will buy again,21-40,1
5289,48,Male,Shoes ,Electronics,1934.0,Germany,XL,,Summer,4.3,Yes,,No,WELCOME,28.0,Transfer,,Returning,,13.0,,41-60,1
5290,69,Male,shirt,,,,m,red,Harmattan,3.2,Inactive,,,SALE20,42.0,Crypto,Low,Churn Risk,Desktop,-2.0,Will buy again,61-80,1
5291,52,Other,Laptop,Fashion,1599.0,Nigeria,L,White,Winter,2.7,,,TRUE,WELCOME,47.0,Cash,Medium,,Mobile,14.0,,41-60,1
5292,24,M,Headset,Clothing,266.0,China,m,,Harmattan,5.0,,,FALSE,,41.0,Cash,,New,Tablet,12.0,Excellent,0-20,1
5293,33,Other,Shoes,Accessories,620.0,France,m,Blue,Summer,4.6,No,Standard,,WELCOME,38.0,card,,,Tablet,4.0,Late delivery,21-40,1
5294,36,Male,shirt,Accessories,1770.0,,,red,Harmattan,2.0,,Standard,FALSE,WELCOME,16.0,,Low,VIP,,1.0,Good,21-40,1
5295,17,,Laptop,,,India,L,Red,Winter,3.4,Active,Express,Yes,,14.0,,Medium,Returning,Desktop,14.0,Bad,0-20,1
5296,58,M,shirt,Fashion,1367.0,UK,XXL,Black,Autumn,1.6,Active,Same Day,,NONE,9.0,Cash,,VIP,mobile,5.0,Excellent,61-80,1
5297,53,,Bag,Clothing,692.0,China,M,Black,,3.4,Inactive,Standard,Yes,,37.0,Cash,High,New,mobile,14.0,Will buy again,41-60,1
5298,55,,Phone,Accessories,1448.0,UK,XL,Blue,Autumn,1.5,No,Standard,TRUE,NONE,17.0,Crypto,High,,mobile,3.0,Good,41-60,1
5299,51,,Shoes,,,UK,L,White,Spring,3.5,No,Standard,Yes,NONE,0.0,Crypto,,Churn Risk,mobile,14.0,,41-60,1
5300,65,M,Bag,Electronics,929.0,Canada,m,Black,,4.9,Yes,Express,,NONE,33.0,,,Returning,Desktop,7.0,Bad,61-80,1
5301,58,,Phone,,,UK,M,,Winter,3.3,No,Standard,,WELCOME,31.0,Cash,High,,Desktop,6.0,Bad,61-80,1
5302,52,M,Watch,Fashion,941.0,France,,red,Spring,1.5,Yes,,Yes,,2.0,Transfer,Medium,Returning,Tablet,7.0,Will buy again,41-60,1
5303,30,F,Shoes ,Accessories,1884.0,India,L,White,Harmattan,4.2,No,Pickup,Yes,,45.0,Transfer,,VIP,mobile,5.0,Good,21-40,1
5304,43,Male,Shoes,,,UK,M,red,Spring,2.3,Active,Same Day,,SALE20,23.0,,Very High,Returning,mobile,2.0,Excellent,21-40,1
5305,33,Female,Bag,Clothing,333.0,UK,,Blue,Summer,1.4,Yes,,,WELCOME,33.0,Cash,,New,Mobile,2.0,Good,21-40,1
5306,49,,Shoes,Gadgets,1572.0,India,M,White,Summer,3.6,Active,Standard,No,PROMO10,21.0,card,Medium,Returning,Desktop,6.0,Excellent,41-60,1
5307,37,Other,Phone,Accessories,876.0,,XL,Green,Autumn,4.3,No,Standard,No,PROMO10,16.0,Crypto,Very High,Churn Risk,mobile,2.0,,21-40,1
5308,26,F,Shoes ,Clothing,769.0,UK,XXL,Green,Spring,2.9,Active,Standard,Yes,WELCOME,49.0,Cash,High,,Tablet,12.0,Good,0-20,1
5309,28,Other,Laptop,Fashion,777.0,France,S,Green,Winter,4.7,Yes,Express,FALSE,,47.0,Cash,High,New,mobile,14.0,,0-20,1
5310,19,Female,shirt,Clothing,89.0,Germany,L,,Autumn,3.7,Active,Same Day,,WELCOME,1.0,,Very High,New,Tablet,9.0,Excellent,0-20,1
5311,37,M,Watch,Clothing,21.0,China,M,red,Harmattan,3.5,,Pickup,TRUE,PROMO10,27.0,Card,Very High,Returning,,9.0,,21-40,1
5312,22,Female,Watch,Fashion,1564.0,,XXL,red,,2.4,No,,No,NONE,27.0,Transfer,High,Returning,Mobile,-1.0,Excellent,0-20,1
5313,58,Other,Phone,Gadgets,388.0,China,M,Red,Harmattan,2.2,Active,Standard,Yes,NONE,48.0,,High,New,Mobile,-2.0,Will buy again,61-80,1
5314,69,Female,,,,Nigeria,L,Red,Autumn,2.1,,Pickup,TRUE,,49.0,Card,High,Churn Risk,Mobile,9.0,Excellent,61-80,1
5315,39,Male,Phone,Electronics,1652.0,India,S,Blue,Summer,4.8,Active,Standard,,SALE20,37.0,,Medium,Churn Risk,Desktop,12.0,Will buy again,21-40,1
5316,19,Female,Headset,Gadgets,86.0,China,XL,red,Summer,3.6,Active,Standard,FALSE,NONE,44.0,Card,High,,mobile,2.0,Good,0-20,1
5317,43,,Shoes ,Electronics,1882.0,Germany,S,White,Harmattan,3.4,Active,Standard,TRUE,NONE,46.0,Card,Low,Returning,Tablet,6.0,,21-40,1
5318,30,Male,Headset,Electronics,1546.0,Canada,XL,White,Summer,2.3,Yes,Express,,NONE,30.0,card,,,Desktop,0.0,Late delivery,21-40,1
5319,16,,Shoes,Electronics,800.0,India,M,red,Harmattan,2.4,Active,Same Day,No,,12.0,,Very High,Returning,mobile,0.0,,0-20,1
5320,18,Female,Shoes,Accessories,110.0,France,XXL,Green,,2.1,No,Standard,Yes,,31.0,,Low,Returning,Mobile,9.0,,0-20,1
5321,29,Male,,Gadgets,1688.0,USA,XL,red,Summer,1.6,Inactive,Standard,Yes,WELCOME,17.0,Transfer,High,VIP,Mobile,8.0,Bad,0-20,1
5322,53,Male,Watch,Clothing,893.0,,M,Green,,4.7,Active,Standard,Yes,PROMO10,30.0,Card,Medium,Churn Risk,Desktop,1.0,Will buy again,41-60,1
5323,65,Female,Bag,Accessories,1748.0,UK,m,,Harmattan,3.3,Active,Standard,TRUE,NONE,46.0,Cash,Medium,Churn Risk,Desktop,7.0,,61-80,1
5324,16,F,shirt,Fashion,151.0,Nigeria,L,red,Harmattan,3.9,,,,PROMO10,15.0,card,Very High,VIP,Tablet,11.0,Excellent,0-20,1
5325,53,M,Headset,Fashion,1036.0,UK,L,Green,,2.9,No,Standard,TRUE,SALE20,29.0,,High,VIP,Desktop,-2.0,Bad,41-60,1
5326,53,M,Shirt,Electronics,278.0,Nigeria,XXL,White,Harmattan,1.2,,Same Day,FALSE,NONE,14.0,Card,Very High,Churn Risk,Desktop,9.0,Bad,41-60,1
5327,36,M,Bag,Accessories,1833.0,India,,White,Summer,2.9,Yes,Pickup,FALSE,NONE,40.0,Cash,,New,mobile,-2.0,,21-40,1
5328,63,Male,Shoes ,,,France,XXL,red,Winter,1.2,Yes,Express,,SALE20,11.0,Transfer,Low,Returning,Mobile,2.0,,61-80,1
5329,44,M,Shoes,,,China,L,Green,Harmattan,4.8,No,Pickup,TRUE,,25.0,Crypto,Low,Returning,mobile,11.0,Good,41-60,1
5330,20,Male,Phone,Accessories,515.0,Canada,L,White,,2.4,Inactive,,Yes,WELCOME,39.0,card,Low,VIP,Mobile,3.0,Will buy again,0-20,1
5331,64,F,,Fashion,739.0,France,XL,Red,Summer,1.6,Inactive,Standard,,,0.0,,High,Churn Risk,Mobile,13.0,Will buy again,61-80,1
5332,25,Female,Shoes,Clothing,42.0,UK,XXL,Blue,Winter,1.9,Inactive,Same Day,FALSE,PROMO10,46.0,Cash,Low,Churn Risk,Mobile,9.0,Will buy again,0-20,1
5333,43,Female,shirt,Gadgets,1542.0,Canada,L,Green,,4.6,,Express,TRUE,SALE20,6.0,Transfer,,VIP,Mobile,8.0,,21-40,1
5334,36,Male,Headset,Gadgets,1979.0,France,m,Black,Harmattan,1.8,,Express,Yes,NONE,44.0,Crypto,,,Tablet,7.0,Bad,21-40,1
5335,65,Male,Phone,Electronics,1252.0,Germany,,Red,Winter,1.5,Yes,,No,NONE,29.0,card,Medium,New,Mobile,4.0,Will buy again,61-80,1
5336,22,F,Watch,Electronics,1939.0,USA,XL,,Spring,3.5,Inactive,Express,,PROMO10,25.0,Transfer,Very High,,mobile,7.0,Excellent,0-20,1
5337,18,M,Bag,Electronics,575.0,,M,Green,Harmattan,1.4,,Same Day,,NONE,41.0,Cash,Low,VIP,Desktop,3.0,Excellent,0-20,1
5338,60,F,Bag,Fashion,1615.0,USA,XXL,Green,Harmattan,2.9,No,Pickup,No,,20.0,Card,Low,Returning,Tablet,11.0,Late delivery,61-80,1
5339,62,Female,Headset,Fashion,1161.0,China,XXL,White,Summer,3.7,Active,Standard,Yes,SALE20,48.0,Card,Low,Churn Risk,Mobile,4.0,Late delivery,61-80,1
5340,35,Female,Headset,,,Germany,L,Red,Spring,1.6,,Pickup,No,,44.0,,,Churn Risk,Mobile,-2.0,Bad,21-40,1
5341,34,,Headset,Gadgets,1249.0,India,L,Blue,Summer,4.1,Active,Same Day,Yes,,7.0,card,High,New,Desktop,7.0,,21-40,1
5342,50,M,Shirt,,,France,L,red,Autumn,2.7,,Pickup,Yes,WELCOME,28.0,Crypto,Medium,New,Mobile,4.0,,41-60,1
5343,19,Female,Shirt,,,USA,,Black,,3.8,,Standard,No,SALE20,31.0,card,Very High,New,Mobile,6.0,,0-20,1
5344,20,,Phone,Electronics,86.0,Canada,m,,Spring,2.0,Inactive,,FALSE,WELCOME,14.0,Transfer,,New,Tablet,2.0,,0-20,1
5345,16,Male,Laptop,,,,L,Green,,2.7,Active,Express,TRUE,WELCOME,35.0,,High,VIP,,14.0,,0-20,1
5346,19,Female,Headset,Accessories,1213.0,India,S,Blue,Harmattan,2.9,No,Same Day,FALSE,NONE,26.0,Cash,High,New,Mobile,3.0,Good,0-20,1
5347,27,Other,Bag,,,Nigeria,,red,,2.2,No,Pickup,FALSE,PROMO10,41.0,,High,New,mobile,6.0,,0-20,1
5348,42,M,Phone,Clothing,853.0,Canada,L,Black,,4.2,No,Express,,WELCOME,18.0,,,VIP,Desktop,1.0,,21-40,1
5349,57,,Shirt,Fashion,1608.0,UK,M,,Harmattan,1.7,No,Standard,FALSE,NONE,30.0,card,,VIP,Tablet,8.0,Late delivery,61-80,1
5350,38,M,Shoes,,,Nigeria,L,red,,3.7,No,Pickup,FALSE,NONE,10.0,Card,High,VIP,Mobile,1.0,,21-40,1
5351,40,M,shirt,Electronics,1277.0,Germany,L,Blue,Harmattan,4.7,Yes,Same Day,Yes,SALE20,8.0,Crypto,Low,VIP,,8.0,Excellent,21-40,1
5352,36,Other,Laptop,Electronics,769.0,,M,White,Spring,4.4,Inactive,Standard,FALSE,WELCOME,25.0,Crypto,Medium,Churn Risk,mobile,4.0,Bad,21-40,1
5353,67,F,Shoes ,Fashion,1627.0,Canada,m,Red,Harmattan,4.1,No,Same Day,FALSE,,13.0,Crypto,,VIP,Desktop,10.0,,61-80,1
5354,39,Male,Headset,Gadgets,287.0,USA,XL,Green,,1.6,,Pickup,TRUE,PROMO10,0.0,card,,New,Tablet,5.0,,21-40,1
5355,40,M,Shoes,Gadgets,1656.0,India,M,Black,,4.0,Active,Pickup,TRUE,,2.0,card,Very High,Returning,,-1.0,Good,21-40,1
5356,60,Female,,Gadgets,1465.0,China,XXL,red,Autumn,2.5,Active,Standard,,WELCOME,13.0,card,High,,Tablet,13.0,,61-80,1
5357,61,Male,Headset,Gadgets,1710.0,USA,M,Green,,1.4,Inactive,Same Day,No,,33.0,card,Low,Churn Risk,mobile,4.0,,61-80,1
5358,47,Female,Shirt,Accessories,256.0,,XXL,Black,Winter,3.8,No,,No,WELCOME,34.0,,Low,Churn Risk,Desktop,-1.0,,41-60,1
5359,47,Male,Bag,Electronics,1010.0,China,S,,Spring,1.3,Yes,Standard,Yes,,33.0,card,High,VIP,Tablet,2.0,,41-60,1
